"continent","who_region","country_region","iso3c","province_state","ts","cases","who_region_code","world_bank_income_group","world_bank_income_group_code","world_bank_income_group_gni_reference_year","world_bank_income_group_release_date"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-01-27,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-01-28,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-01-29,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-01-30,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-01-31,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-01,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-02,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-03,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-04,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-05,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-06,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-07,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-08,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-09,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-10,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-11,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-12,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-13,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-14,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-15,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-16,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-17,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-18,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-19,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-20,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-21,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-22,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-23,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-24,NA,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-25,1,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-26,5,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-27,6,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-28,7,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-02-29,8,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-01,13,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-02,19,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-03,26,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-04,31,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-05,36,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-06,36,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-07,44,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-08,54,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-09,60,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-10,61,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-11,61,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-12,70,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-13,70,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-14,93,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-15,93,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-16,124,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-17,124,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-18,154,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-19,164,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-20,177,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-21,193,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-22,214,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-23,233,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-24,266,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-25,316,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-26,346,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-27,382,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-28,458,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-29,506,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-30,547,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-03-31,630,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-04-01,694,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-04-02,728,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Iraq","IRQ",NA,2020-04-03,772,"EMR","Upper middle income","WB_UMI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-01-21,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-01-22,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-01-23,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-01-24,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-01-25,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-01-26,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-01-27,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-01-28,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-01-29,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-01-30,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-01-31,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-01,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-02,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-03,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-04,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-05,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-06,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-07,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-08,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-09,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-10,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-11,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-12,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-13,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-14,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-15,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-16,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-17,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-18,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-19,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-20,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-21,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-22,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-23,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-24,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-25,8,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-26,26,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-27,33,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-28,33,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-02-29,38,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-01,40,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-02,47,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-03,49,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-04,49,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-05,49,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-06,49,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-07,49,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-08,56,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-09,79,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-10,109,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-11,110,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-12,189,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-13,195,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-14,210,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-15,211,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-16,221,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-17,229,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-18,237,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-19,256,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-20,269,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-21,285,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-22,306,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-23,337,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-24,377,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-25,392,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-26,419,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-27,458,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-28,473,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-29,476,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-30,515,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-03-31,515,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-04-01,567,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-04-02,569,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","Bahrain","BHR",NA,2020-04-03,643,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-01-21,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-01-22,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-01-23,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-01-24,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-01-25,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-01-26,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-01-27,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-01-28,NA,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-01-29,4,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-01-30,4,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-01-31,4,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-01,4,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-02,5,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-03,5,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-04,5,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-05,5,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-06,5,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-07,5,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-08,7,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-09,7,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-10,7,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-11,8,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-12,8,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-13,8,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-14,8,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-15,8,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-16,8,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-17,9,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-18,9,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-19,9,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-20,9,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-21,9,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-22,11,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-23,13,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-24,13,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-25,13,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-26,13,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-27,13,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-28,19,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-02-29,19,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-01,19,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-02,21,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-03,21,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-04,27,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-05,27,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-06,27,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-07,45,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-08,45,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-09,45,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-10,59,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-11,74,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-12,74,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-13,85,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-14,85,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-15,85,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-16,98,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-17,98,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-18,98,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-19,113,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-20,140,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-21,140,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-22,153,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-23,153,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-24,198,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-25,248,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-26,333,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-27,333,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-28,405,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-29,468,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-30,570,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-03-31,611,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-04-01,664,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-04-02,814,"EMR","High income","WB_HI","2017","2018"
"Asia","Eastern Mediterranean Region","United Arab Emirates","ARE",NA,2020-04-03,1024,"EMR","High income","WB_HI","2017","2018"
"Africa","Eastern Mediterranean Region","Morocco","MAR",NA,2020-01-21,NA,"EMR","Lower middle income","WB_LMI","2017","2018"
